Date,Open,High,Low,Close,Adj Close,Volume
1971-03-01,8.653846,8.653846,8.573718,8.623798,1.850619,398112
1971-03-02,8.623798,8.723958,8.593750,8.663862,1.859218,449280
1971-03-03,8.663862,8.713942,8.613782,8.683894,1.874786,459264
1971-03-04,8.683894,8.794071,8.663862,8.764022,1.892084,449280
1971-03-05,8.814103,8.954327,8.814103,8.844151,1.909385,902304
1971-03-08,8.844151,8.854167,8.754006,8.834135,1.907221,371904
1971-03-09,8.834135,8.864183,8.653846,8.653846,1.868299,350688
1971-03-10,8.673878,8.733974,8.673878,8.703926,1.879110,265824
1971-03-11,8.703926,8.764022,8.633814,8.633814,1.863974,481728
1971-03-12,8.643830,8.703926,8.643830,8.703926,1.879110,646464
1971-03-15,8.703926,8.974359,8.673878,8.894231,1.920197,678912
1971-03-16,8.894231,9.014423,8.844151,8.854167,1.911547,495456
1971-03-17,8.854167,8.884215,8.794071,8.854167,1.911547,363168
1971-03-18,8.854167,8.914263,8.814103,8.844151,1.909385,257088
1971-03-19,8.844151,8.924279,8.844151,8.874199,1.915873,482976
1971-03-22,8.874199,8.884215,8.784054,8.844151,1.909385,250848
1971-03-23,8.844151,8.904247,8.804087,8.904247,1.922358,1437696
1971-03-24,8.904247,8.914263,8.834135,8.864183,1.913709,396864
1971-03-25,8.864183,8.904247,8.764022,8.904247,1.922358,546624
1971-03-26,8.944311,9.014423,8.944311,8.954327,1.933170,472992
1971-03-29,8.954327,9.054487,8.914263,8.974359,1.937495,624000
1971-03-30,8.974359,8.974359,8.924279,8.954327,1.933170,358176
1971-03-31,8.974359,9.044471,8.974359,8.974359,1.937495,338208
1971-04-01,8.974359,9.024439,8.954327,8.994391,1.941819,312000
1971-04-02,8.994391,9.054487,8.934295,8.944311,1.931008,517920
1971-04-05,8.944311,9.024439,8.904247,9.014423,1.946144,396864
1971-04-06,9.014423,9.334936,8.984375,9.304888,2.008855,1019616
1971-04-07,9.304888,9.375000,9.244792,9.375000,2.023990,536640
1971-04-08,9.375000,9.395032,9.274840,9.354968,2.019666,1178112
1971-04-12,9.435096,9.485176,9.435096,9.485176,2.047777,602784
1971-04-13,9.485176,9.535256,9.465144,9.495192,2.049938,279552
1971-04-14,9.495192,9.615385,9.435096,9.615385,2.075888,524160
1971-04-15,9.615385,9.685497,9.535256,9.555288,2.062914,683904
1971-04-16,9.555288,9.595353,9.505208,9.575321,2.067237,469248
1971-04-19,9.575321,9.615385,9.545272,9.575321,2.067237,438048
1971-04-20,9.555288,9.555288,9.495192,9.505208,2.052101,315744
1971-04-21,9.505208,9.665465,9.505208,9.645433,2.082375,675168
1971-04-22,9.645433,9.665465,9.535256,9.645433,2.082375,896064
1971-04-23,9.645433,9.935897,9.615385,9.875801,2.132110,797472
1971-04-26,9.875801,9.885817,9.705529,9.705529,2.095349,479232
1971-04-27,9.705529,9.835737,9.595353,9.815705,2.119135,500448
1971-04-28,9.815705,9.945913,9.775641,9.935897,2.145084,586560
1971-04-29,9.935897,9.965946,9.885817,9.915865,2.140759,436800
1971-04-30,9.915865,9.925881,9.755609,9.845753,2.125621,339456
1971-05-03,9.835737,9.835737,9.675481,9.765625,2.108323,359424
1971-05-04,9.765625,9.765625,9.715545,9.735577,2.101835,355680
1971-05-05,9.735577,9.765625,9.665465,9.745593,2.103999,369408
1971-05-06,9.735577,9.735577,9.655449,9.655449,2.084534,395616
1971-05-07,9.655449,9.715545,9.645433,9.685497,2.091024,648960
1971-05-10,9.685497,9.685497,9.575321,9.675481,2.088862,429312
1971-05-11,9.675481,9.735577,9.625401,9.705529,2.095349,465504
1971-05-12,9.705529,9.735577,9.635417,9.635417,2.080212,248352
1971-05-13,9.665465,9.765625,9.665465,9.755609,2.106162,302016
1971-05-14,9.745593,9.745593,9.655449,9.675481,2.088862,444288
1971-05-17,9.655449,9.655449,9.344952,9.354968,2.019666,648960
1971-05-18,9.354968,9.535256,9.214744,9.395032,2.028316,826176
1971-05-19,9.415064,9.605369,9.415064,9.605369,2.073726,245856
1971-05-20,9.695513,9.955929,9.695513,9.745593,2.103999,798720
1971-05-21,9.735577,9.735577,9.665465,9.725561,2.099673,624000
1971-05-24,9.725561,9.765625,9.705529,9.725561,2.099673,463008
1971-05-25,9.725561,9.765625,9.535256,9.655449,2.084534,861120
1971-05-26,9.655449,9.685497,9.545272,9.545272,2.060751,413088
1971-05-27,9.545272,9.595353,9.535256,9.555288,2.062914,144768
1971-05-28,9.555288,9.605369,9.505208,9.605369,2.073726,264576
1971-06-01,9.605369,9.695513,9.535256,9.695513,2.093186,295776
1971-06-02,9.705529,9.765625,9.705529,9.725561,2.099673,665184
1971-06-03,9.725561,9.795673,9.725561,9.785657,2.112647,545376
1971-06-04,9.785657,9.835737,9.785657,9.835737,2.123461,320736
1971-06-07,9.835737,9.925881,9.795673,9.895833,2.136435,329472
1971-06-08,9.835737,9.835737,9.555288,9.555288,2.062914,580320
1971-06-09,9.555288,9.615385,9.254808,9.535256,2.058588,388128
1971-06-10,9.535256,9.755609,9.495192,9.715545,2.097511,306384
1971-06-11,9.715545,9.855769,9.655449,9.835737,2.123461,353808
1971-06-14,9.835737,9.835737,9.695513,9.695513,2.093186,174096
1971-06-15,9.675481,9.675481,9.475160,9.475160,2.045614,299520
1971-06-16,9.475160,9.775641,9.455128,9.655449,2.084534,313872
1971-06-17,9.655449,9.835737,9.595353,9.695513,2.105417,425568
1971-06-18,9.695513,9.715545,9.535256,9.535256,2.070616,329472
1971-06-21,9.535256,9.555288,9.314904,9.314904,2.022768,527904
1971-06-22,9.314904,9.535256,9.314904,9.415064,2.044516,441792
1971-06-23,9.415064,9.615385,9.375000,9.495192,2.061917,447408
1971-06-24,9.495192,9.495192,9.254808,9.375000,2.035815,278304
1971-06-25,9.375000,9.435096,9.314904,9.395032,2.040168,179712
1971-06-28,9.395032,9.415064,9.314904,9.375000,2.035815,228384
1971-06-29,9.415064,9.595353,9.415064,9.535256,2.070616,295152
1971-06-30,9.535256,9.735577,9.495192,9.735577,2.114116,497328
1971-07-01,9.735577,9.855769,9.675481,9.755609,2.118468,439296
1971-07-02,9.755609,9.755609,9.675481,9.715545,2.109768,225264
1971-07-06,9.715545,9.815705,9.675481,9.755609,2.118468,273312
1971-07-07,9.755609,9.875801,9.735577,9.775641,2.122818,338832
1971-07-08,9.775641,9.855769,9.775641,9.855769,2.140217,272688
1971-07-09,9.855769,9.895833,9.795673,9.815705,2.131518,252096
1971-07-12,9.815705,9.855769,9.755609,9.775641,2.122818,387504
1971-07-13,9.755609,9.755609,9.455128,9.595353,2.083667,413088
1971-07-14,9.455128,9.455128,9.294872,9.415064,2.044516,1604304
1971-07-15,9.415064,9.475160,9.314904,9.375000,2.035815,353184
1971-07-16,9.375000,9.395032,8.994391,9.034455,1.961866,710112
1971-07-19,9.034455,9.074519,8.834135,9.034455,1.961866,766896
1971-07-20,9.074519,9.294872,9.074519,9.234776,2.005366,949104
1971-07-21,9.234776,9.294872,9.074519,9.114583,1.979267,685776
1971-07-22,9.034455,9.034455,8.733974,8.733974,1.896615,1507584
1971-07-23,8.733974,8.954327,8.693910,8.914263,1.935767,468624
1971-07-26,8.914263,8.954327,8.733974,8.774038,1.905315,476112
1971-07-27,8.774038,8.794071,8.673878,8.733974,1.896615,328848
1971-07-28,8.733974,8.733974,8.573718,8.613782,1.870515,1082016
1971-07-29,8.613782,8.613782,8.473558,8.513622,1.848765,732576
1971-07-30,8.513622,8.613782,8.513622,8.553686,1.857466,414336
1971-08-02,8.553686,8.814103,8.553686,8.754006,1.900966,518544
1971-08-03,8.733974,8.733974,8.513622,8.653846,1.879215,502944
1971-08-04,8.653846,8.894231,8.593750,8.633814,1.874866,750048
1971-08-05,8.633814,8.874199,8.633814,8.794071,1.909668,661440
1971-08-06,8.794071,8.914263,8.794071,8.894231,1.931417,374400
1971-08-09,8.874199,8.874199,8.733974,8.733974,1.896615,208416
1971-08-10,8.733974,8.774038,8.693910,8.733974,1.896615,356304
1971-08-11,8.733974,8.954327,8.733974,8.934295,1.940117,554736
1971-08-12,8.934295,9.054487,8.934295,9.034455,1.961866,450528
1971-08-13,9.034455,9.034455,8.894231,8.914263,1.935767,410592
1971-08-16,9.455128,9.775641,9.455128,9.455128,2.053217,2422992
1971-08-17,9.555288,9.935897,9.555288,9.855769,2.140217,1921920
1971-08-18,9.855769,9.915865,9.675481,9.755609,2.118468,857376
1971-08-19,9.755609,9.875801,9.655449,9.755609,2.118468,849264
1971-08-20,9.755609,9.755609,9.615385,9.655449,2.096716,323856
1971-08-23,9.655449,9.735577,9.575321,9.715545,2.109768,330720
1971-08-24,9.735577,9.855769,9.735577,9.835737,2.135868,403728
1971-08-25,9.835737,9.935897,9.795673,9.895833,2.148917,466752
1971-08-26,9.895833,10.016026,9.875801,9.935897,2.157620,384384
1971-08-27,9.935897,10.036058,9.935897,9.975962,2.166319,275808
1971-08-30,9.975962,10.136218,9.915865,9.935897,2.157620,287040
1971-08-31,9.935897,10.036058,9.835737,9.935897,2.157620,310752
1971-09-01,9.935897,10.076122,9.875801,9.955929,2.161968,189696
1971-09-02,9.975962,10.136218,9.975962,10.116186,2.196769,159120
1971-09-03,10.156250,10.356571,10.156250,10.356571,2.248969,266448
1971-09-07,10.356571,10.556891,10.296474,10.316506,2.240268,477984
1971-09-08,10.316506,10.416667,10.276442,10.356571,2.248969,323856
1971-09-09,10.356571,10.476763,10.316506,10.376603,2.253316,240240
1971-09-10,10.376603,10.456731,10.376603,10.456731,2.270719,157872
1971-09-13,10.456731,10.456731,10.136218,10.156250,2.205467,532272
1971-09-14,10.156250,10.196314,10.016026,10.056090,2.183718,302640
1971-09-15,10.056090,10.116186,9.995994,10.096154,2.192417,342576
1971-09-16,10.096154,10.116186,10.076122,10.116186,2.196769,164112
1971-09-17,10.116186,10.216346,10.096154,10.156250,2.205467,399984
1971-09-20,10.096154,10.096154,9.895833,10.036058,2.179369,187200
1971-09-21,9.975962,9.975962,9.855769,9.915865,2.165368,221520
1971-09-22,9.915865,9.955929,9.815705,9.815705,2.143497,401856
1971-09-23,9.815705,10.056090,9.795673,9.955929,2.174119,328848
1971-09-24,9.955929,10.016026,9.855769,9.855769,2.152246,579696
1971-09-27,9.795673,9.795673,9.595353,9.615385,2.099753,454272
1971-09-28,9.615385,9.735577,9.575321,9.615385,2.099753,341952
1971-09-29,9.615385,9.695513,9.615385,9.655449,2.108500,280176
1971-09-30,9.675481,9.895833,9.675481,9.855769,2.152246,308256
1971-10-01,9.855769,9.995994,9.775641,9.935897,2.169746,308880
1971-10-04,10.016026,10.136218,10.016026,10.036058,2.191617,464880
1971-10-05,10.036058,10.076122,9.835737,9.935897,2.169746,215904
1971-10-06,9.935897,10.216346,9.875801,10.216346,2.230986,433680
1971-10-07,10.216346,10.376603,10.216346,10.256410,2.239735,389376
1971-10-08,10.256410,10.316506,10.196314,10.196314,2.226613,191568
1971-10-11,10.176282,10.176282,9.975962,10.016026,2.187243,90480
1971-10-12,10.016026,10.076122,9.935897,9.995994,2.182868,260832
1971-10-13,9.995994,10.016026,9.935897,9.955929,2.174119,201552
1971-10-14,9.955929,9.955929,9.815705,9.875801,2.156620,251472
1971-10-15,9.875801,9.895833,9.635417,9.895833,2.160995,318240
1971-10-18,9.895833,9.995994,9.895833,9.915865,2.165368,227760
1971-10-19,9.915865,9.915865,9.755609,9.895833,2.160995,313872
1971-10-20,9.895833,9.975962,9.455128,9.615385,2.099753,960336
1971-10-21,9.615385,9.655449,9.435096,9.575321,2.091003,476736
1971-10-22,9.575321,9.675481,9.375000,9.375000,2.047258,529152
1971-10-25,9.375000,9.475160,9.234776,9.475160,2.069131,185328
1971-10-26,9.475160,9.615385,9.274840,9.294872,2.029759,500448
1971-10-27,9.294872,9.395032,9.194712,9.334936,2.038510,373152
1971-10-28,9.334936,9.375000,9.234776,9.334936,2.038510,625248
1971-10-29,9.334936,9.375000,9.294872,9.334936,2.038510,307632
1971-11-01,9.334936,9.334936,9.034455,9.094551,1.986016,280176
1971-11-02,9.094551,9.274840,9.014423,9.174679,2.003513,624000
1971-11-03,9.294872,9.435096,9.294872,9.395032,2.051633,1082640
1971-11-04,9.395032,9.535256,9.395032,9.395032,2.051633,662688
1971-11-05,9.354968,9.354968,9.174679,9.294872,2.029759,410592
1971-11-08,9.294872,9.354968,9.254808,9.294872,2.029759,233376
1971-11-09,9.294872,9.395032,9.274840,9.294872,2.029759,300144
1971-11-10,9.294872,9.294872,9.094551,9.154647,1.999139,290160
1971-11-11,9.134615,9.134615,9.034455,9.034455,1.972892,348192
1971-11-12,9.034455,9.094551,8.814103,8.934295,1.951020,569088
1971-11-15,8.934295,9.034455,8.854167,8.854167,1.933522,346320
1971-11-16,8.854167,9.134615,8.834135,9.014423,1.968517,554736
1971-11-17,9.014423,9.154647,8.994391,9.154647,1.999139,434928
1971-11-18,9.154647,9.334936,9.074519,9.114583,1.990390,492336
1971-11-19,9.114583,9.114583,8.954327,9.054487,1.977267,241488
1971-11-22,9.054487,9.074519,8.914263,8.954327,1.955394,326976
1971-11-23,8.954327,9.034455,8.854167,8.994391,1.964144,550368
1971-11-24,8.994391,9.054487,8.914263,8.934295,1.951020,301392
1971-11-26,8.954327,9.214744,8.954327,9.214744,2.012263,572832
1971-11-29,9.314904,9.495192,9.314904,9.455128,2.064757,568464
1971-11-30,9.455128,9.595353,9.354968,9.575321,2.091003,509184
1971-12-01,9.635417,9.795673,9.635417,9.795673,2.139122,724464
1971-12-02,9.775641,9.775641,9.595353,9.655449,2.120642,481104
1971-12-03,9.655449,9.835737,9.615385,9.815705,2.155841,376272
1971-12-06,9.815705,9.915865,9.675481,9.695513,2.129444,465504
1971-12-07,9.695513,9.755609,9.555288,9.715545,2.133843,1146288
1971-12-08,9.795673,9.935897,9.795673,9.835737,2.160241,414336
1971-12-09,9.795673,9.795673,9.615385,9.715545,2.133843,303264
1971-12-10,9.715545,9.755609,9.555288,9.755609,2.142644,354432
1971-12-13,9.755609,9.915865,9.715545,9.895833,2.173440,287040
1971-12-14,9.895833,9.975962,9.835737,9.875801,2.169041,244608
1971-12-15,9.875801,10.036058,9.855769,10.036058,2.204238,451776
1971-12-16,10.036058,10.196314,10.016026,10.196314,2.239435,424320
1971-12-17,10.196314,10.396635,10.156250,10.396635,2.283432,347568
1971-12-20,10.456731,10.657051,10.456731,10.657051,2.340628,582816
1971-12-21,10.616987,10.616987,10.476763,10.516827,2.309831,363168
1971-12-22,10.496795,10.496795,10.256410,10.316506,2.265833,336336
1971-12-23,10.316506,10.336538,10.116186,10.336538,2.270232,514176
1971-12-27,10.336538,10.336538,10.216346,10.256410,2.252634,268944
1971-12-28,10.256410,10.316506,10.136218,10.296474,2.261434,467376
1971-12-29,10.296474,10.396635,10.156250,10.196314,2.239435,209664
1971-12-30,10.136218,10.136218,9.875801,9.895833,2.173440,280800
1971-12-31,9.895833,10.036058,9.855769,10.036058,2.204238,174096
1972-01-03,10.036058,10.136218,10.016026,10.096154,2.217437,275184
1972-01-04,10.096154,10.096154,10.036058,10.076122,2.213036,261456
1972-01-05,10.076122,10.196314,10.056090,10.096154,2.217437,504192
1972-01-06,10.116186,10.256410,10.116186,10.216346,2.243835,286416
1972-01-07,10.216346,10.376603,10.216346,10.316506,2.265833,571584
1972-01-10,10.316506,10.376603,10.176282,10.336538,2.270232,242736
1972-01-11,10.336538,10.376603,10.276442,10.336538,2.270232,212784
1972-01-12,10.336538,10.396635,10.276442,10.276442,2.257033,371280
1972-01-13,10.276442,10.276442,9.995994,10.116186,2.221838,1559376
1972-01-14,10.116186,10.156250,10.016026,10.076122,2.213036,336960
1972-01-17,10.136218,10.296474,10.136218,10.256410,2.252634,826176
1972-01-18,10.256410,10.316506,10.196314,10.236378,2.248233,184080
1972-01-19,10.236378,10.276442,10.136218,10.256410,2.252634,918528
1972-01-20,10.256410,10.416667,10.136218,10.136218,2.226236,506064
1972-01-21,10.136218,10.156250,10.056090,10.096154,2.217437,414336
1972-01-24,10.096154,10.116186,9.875801,9.915865,2.177839,809328
1972-01-25,9.915865,9.995994,9.815705,9.875801,2.169041,527280
1972-01-26,9.875801,9.895833,9.735577,9.755609,2.142644,290160
1972-01-27,9.795673,9.995994,9.795673,9.995994,2.195439,750672
1972-01-28,10.016026,10.176282,10.016026,10.056090,2.208638,552864
1972-01-31,10.036058,10.036058,9.895833,9.935897,2.182241,610896
1972-02-01,9.935897,9.935897,9.855769,9.915865,2.177839,365664
1972-02-02,9.915865,9.975962,9.875801,9.915865,2.177839,936000
1972-02-03,9.915865,9.935897,9.795673,9.855769,2.164641,379392
1972-02-04,9.855769,9.895833,9.795673,9.815705,2.155841,391872
1972-02-07,9.815705,9.875801,9.455128,9.495192,2.085446,872976
1972-02-08,9.555288,9.655449,9.555288,9.615385,2.111845,542256
1972-02-09,9.635417,9.775641,9.635417,9.715545,2.133843,433056
1972-02-10,9.735577,9.935897,9.735577,9.735577,2.138242,799968
1972-02-11,9.735577,9.775641,9.615385,9.695513,2.129444,912288
1972-02-14,9.695513,9.815705,9.615385,9.615385,2.111845,393120
1972-02-15,9.615385,9.675481,9.535256,9.595353,2.107445,449280
1972-02-16,9.595353,9.675481,9.555288,9.675481,2.125044,509808
1972-02-17,9.675481,9.755609,9.655449,9.695513,2.129444,480480
1972-02-18,9.695513,9.735577,9.595353,9.695513,2.129444,413088
1972-02-22,9.695513,9.755609,9.655449,9.655449,2.120642,340704
1972-02-23,9.655449,9.715545,9.475160,9.515224,2.089847,632736
1972-02-24,9.515224,9.575321,9.334936,9.415064,2.067848,381888
1972-02-25,9.415064,9.575321,9.354968,9.555288,2.098646,579696
1972-02-28,9.595353,9.675481,9.595353,9.675481,2.125044,541008
1972-02-29,9.675481,9.735577,9.615385,9.715545,2.133843,408720
1972-03-01,9.735577,9.995994,9.735577,9.855769,2.177212,939120
1972-03-02,9.855769,9.955929,9.815705,9.875801,2.181637,696384
1972-03-03,9.875801,9.915865,9.815705,9.875801,2.181637,577824
1972-03-06,9.895833,10.036058,9.895833,10.036058,2.217038,406224
1972-03-07,10.036058,10.256410,10.016026,10.176282,2.248013,631488
1972-03-08,10.176282,10.256410,10.116186,10.256410,2.265713,575328
1972-03-09,10.256410,10.336538,10.216346,10.256410,2.265713,412464
1972-03-10,10.256410,10.276442,10.136218,10.136218,2.239163,403728
1972-03-13,10.136218,10.236378,10.116186,10.176282,2.248013,356928
1972-03-14,10.176282,10.216346,10.116186,10.176282,2.248013,484848
1972-03-15,10.176282,10.256410,10.136218,10.196314,2.252439,653328
1972-03-16,10.176282,10.176282,10.076122,10.176282,2.248013,287664
1972-03-17,10.176282,10.196314,10.136218,10.196314,2.252439,399984
1972-03-20,10.216346,10.396635,10.216346,10.216346,2.256865,816192
1972-03-21,10.216346,10.256410,10.116186,10.176282,2.248013,375648
1972-03-22,10.176282,10.236378,10.076122,10.216346,2.256865,434928
1972-03-23,10.256410,10.356571,10.256410,10.336538,2.283416,551616
1972-03-24,10.336538,10.356571,10.256410,10.316506,2.278991,338208
1972-03-27,10.316506,10.356571,10.196314,10.336538,2.283416,354432
1972-03-28,10.336538,10.416667,10.336538,10.336538,2.283416,428688
1972-03-29,10.316506,10.316506,10.196314,10.256410,2.265713,226512
1972-03-30,10.256410,10.396635,10.196314,10.356571,2.287841,453024
1972-04-03,10.356571,10.396635,10.276442,10.396635,2.296692,388752
1972-04-04,10.396635,10.637019,10.316506,10.637019,2.349793,619632
1972-04-05,10.637019,10.837340,10.637019,10.777244,2.380771,676416
1972-04-06,10.777244,11.358173,10.777244,11.217949,2.478127,1010256
1972-04-07,11.217949,11.237981,11.037660,11.217949,2.478127,485472
1972-04-10,11.197917,11.197917,11.037660,11.077724,2.447150,340080
1972-04-11,11.037660,11.037660,10.937500,10.977564,2.425023,262704
1972-04-12,10.997596,11.177885,10.997596,11.017628,2.433875,424944
1972-04-13,11.017628,11.157853,11.017628,11.137821,2.460425,298272
1972-04-14,11.137821,11.197917,11.137821,11.197917,2.473701,244608
1972-04-17,11.177885,11.177885,11.017628,11.057692,2.442723,229008
1972-04-18,11.057692,11.177885,11.017628,11.037660,2.438298,193440
1972-04-19,11.037660,11.177885,11.017628,11.017628,2.433875,224016
1972-04-20,11.017628,11.017628,10.777244,10.837340,2.394046,285792
1972-04-21,10.897436,11.097756,10.897436,10.937500,2.416172,325728
